V1,ZmRoot,ZmSAM,ZmPAN,,,
GRMZM2G121494,4753,0,4,,,
GRMZM2G121495,2987,4,0,,,
GRMZM2G121510,2180,530,0,,,
GRMZM2G121514,2,884,0,,,
GRMZM2G121516,3212,2,4,,,
GRMZM2G121520,1583,215,1045,,,
GRMZM2G121525,42,0,0,,,
GRMZM2G121543,4,12,10,,,
GRMZM2G121565,3219,268,3,,,
GRMZM2G121573,6,0,19,,,
GRMZM2G121612,4261,231,4,,,
GRMZM2G121621,2,0,0,,,
GRMZM2G121625,1329,5,258,,,
GRMZM2G121649,2337,0,9,,,
GRMZM2G121663,259,0,0,,,
GRMZM2G121683,3,17,1,,,
GRMZM2G121700,182,0,0,,,
GRMZM2G121704,52,520,0,,,
GRMZM2G121715,23,0,0,,,
GRMZM2G121724,5752,7,0,,,
GRMZM2G121743,3,552,5,,,
GRMZM2G121747,114,0,0,,,
GRMZM2G121753,0,0,567,,,
GRMZM2G121776,1,69,1,,,
GRMZM2G121785,5095,839,10,,,
GRMZM2G121790,5100,537,242,,,
GRMZM2G121820,1812,92,0,,,
GRMZM2G121826,4,125,3,,,
GRMZM2G121840,1158,5,0,,,
GRMZM2G121843,79,1,0,,,
GRMZM2G121851,225,84,1,,,
GRMZM2G121868,2,0,2,,,
GRMZM2G121871,1,0,1,,,
GRMZM2G121878,1767,0,4,,,
GRMZM2G121905,684,0,1,,,
GRMZM2G121937,2757,0,0,,,
GRMZM2G121942,191,5,15,,,
GRMZM2G121948,1378,355,0,,,
GRMZM2G121957,4144,0,0,,,
GRMZM2G121960,925,2,2,,,
GRMZM2G121996,1550,16,1,,,
GRMZM2G122003,1666,0,0,,,
GRMZM2G122018,0,0,8,,,
GRMZM2G122028,3053,0,0,,,
GRMZM2G122038,21,0,0,,,
GRMZM2G122039,4,0,15,,,
GRMZM2G122045,1616,11,0,,,
GRMZM2G122057,0,1022,0,,,
GRMZM2G122061,1,0,1,,,
GRMZM2G122064,391,0,1,,,
GRMZM2G122072,2022,0,0,,,
GRMZM2G122073,18,0,0,,,
GRMZM2G122076,236,651,864,,,
GRMZM2G122108,3754,0,2,,,
GRMZM2G122116,1,0,6,,,
GRMZM2G122126,481,0,0,,,
GRMZM2G122135,3,13,1,,,
GRMZM2G122139,3112,187,4,,,
GRMZM2G122148,3006,476,0,,,
GRMZM2G122172,702,0,57,,,
GRMZM2G122187,499,0,1061,,,
GRMZM2G122198,3,0,0,,,
GRMZM2G122199,1,0,1,,,
GRMZM2G122223,543,0,315,,,
GRMZM2G122231,11,0,7,,,
GRMZM2G122251,5,288,0,,,
GRMZM2G122261,3983,425,0,,,
GRMZM2G122267,1316,198,3,,,
GRMZM2G122274,3111,285,0,,,
GRMZM2G122276,0,0,110,,,
GRMZM2G122277,2,99,3,,,
GRMZM2G122284,1684,0,0,,,
GRMZM2G122290,3,0,10,,,
GRMZM2G122296,2024,0,0,,,
GRMZM2G122302,2,0,2,,,
GRMZM2G122306,4738,1,687,,,
GRMZM2G122324,0,0,6,,,
GRMZM2G122327,0,0,84,,,
GRMZM2G122330,74,995,1,,,
GRMZM2G122335,1314,16,1,,,
GRMZM2G122337,0,2,84,,,
GRMZM2G122340,2893,0,0,,,
GRMZM2G122344,1972,3,0,,,
GRMZM2G122362,1,0,1,,,
GRMZM2G122431,1520,0,0,,,
GRMZM2G122437,2,0,0,,,
GRMZM2G122443,4718,113,21,,,
GRMZM2G122447,14,0,0,,,
GRMZM2G122476,2,1,207,,,
GRMZM2G122479,6,572,9,,,
GRMZM2G122481,2,1105,21,,,
GRMZM2G122498,346,0,0,,,
GRMZM2G122503,4382,0,0,,,
GRMZM2G122520,0,1,0,,,
GRMZM2G122532,8,0,1,,,
GRMZM2G122543,1996,0,48,,,
GRMZM2G122550,5428,11,1,,,
GRMZM2G122569,1,0,484,,,
GRMZM2G122577,28,0,0,,,
GRMZM2G122584,3068,2,2,,,
GRMZM2G122607,17,0,2,,,
GRMZM2G122618,2,0,52,,,
GRMZM2G122628,1707,0,0,,,
GRMZM2G122631,152,0,0,,,
GRMZM2G122654,641,0,0,,,
GRMZM2G122656,3,7,995,,,
GRMZM2G122666,626,944,1189,,,
GRMZM2G122712,1684,0,0,,,
GRMZM2G122715,1031,2,0,,,
GRMZM2G122750,1,354,1,,,
GRMZM2G122767,3,1,10,,,
GRMZM2G122780,1989,0,2,,,
GRMZM2G122787,1,79,2,,,
GRMZM2G122793,1636,2,93,,,
GRMZM2G122805,2250,0,25,,,
GRMZM2G122810,4,9,77,,,
GRMZM2G122811,3,7,5,,,
GRMZM2G122816,1132,0,0,,,
GRMZM2G122841,712,76,247,,,
GRMZM2G122843,846,2,6,,,
GRMZM2G122846,751,0,0,,,
GRMZM2G122848,9,0,2,,,
GRMZM2G122853,2,0,3,,,
GRMZM2G122863,4338,5,17,,,
GRMZM2G122869,850,636,1,,,
GRMZM2G122871,3,23,5,,,
GRMZM2G122892,5188,0,0,,,
GRMZM2G122897,0,54,427,,,
GRMZM2G122935,4649,0,2,,,
GRMZM2G122937,0,49,9,,,
GRMZM2G122941,21,0,214,,,
GRMZM2G122943,5475,311,516,,,
GRMZM2G122954,491,0,0,,,
GRMZM2G122965,2,932,1,,,
GRMZM2G122983,1318,62,0,,,
GRMZM2G122999,3594,312,351,,,
GRMZM2G123014,224,0,0,,,
GRMZM2G123016,482,0,0,,,
GRMZM2G123029,1602,0,3,,,
GRMZM2G123063,1232,0,0,,,
GRMZM2G123089,1872,0,0,,,
GRMZM2G123094,2,0,0,,,
GRMZM2G123097,3471,0,0,,,
GRMZM2G123104,3649,0,0,,,
GRMZM2G123107,445,0,0,,,
GRMZM2G123119,7,0,13,,,
GRMZM2G123122,5,315,422,,,
GRMZM2G123128,1,0,1244,,,
GRMZM2G123140,0,54,83,,,
GRMZM2G123159,1334,0,1244,,,
GRMZM2G123204,6,2,4,,,
GRMZM2G123212,1900,0,11,,,
GRMZM2G123234,1971,8,6,,,
GRMZM2G123257,1643,0,0,,,
GRMZM2G123262,274,0,2,,,
GRMZM2G123277,716,0,7,,,
GRMZM2G123305,3,0,2,,,
GRMZM2G123308,4,4,0,,,
GRMZM2G123309,2288,0,0,,,
GRMZM2G123314,1363,0,9,,,
GRMZM2G123322,2303,0,0,,,
GRMZM2G123328,1726,0,0,,,
GRMZM2G123355,2679,165,0,,,
GRMZM2G123362,3091,0,0,,,
GRMZM2G123371,25,39,344,,,
GRMZM2G123373,243,0,0,,,
GRMZM2G123387,2993,0,0,,,
GRMZM2G123394,7,0,13,,,
GRMZM2G123407,2,634,0,,,
GRMZM2G123410,7,0,2,,,
GRMZM2G123428,5,63,2,,,
GRMZM2G123440,2,1,0,,,
GRMZM2G123446,13,0,0,,,
GRMZM2G123450,2,0,2,,,
GRMZM2G123452,1997,0,17,,,
GRMZM2G123459,617,37,1,,,
GRMZM2G123480,2989,0,0,,,
GRMZM2G123482,4,0,0,,,
GRMZM2G123486,2,20,0,,,
GRMZM2G123495,2295,1,0,,,
GRMZM2G123499,97,70,1,,,
GRMZM2G123503,187,0,0,,,
GRMZM2G123519,1,0,89,,,
GRMZM2G123527,0,3,5,,,
GRMZM2G123537,1,35,1,,,
GRMZM2G123540,427,11,1,,,
GRMZM2G123544,1742,0,0,,,
GRMZM2G123550,3199,0,0,,,
GRMZM2G123558,1,876,9,,,
GRMZM2G123585,72,0,14,,,
GRMZM2G123587,8,0,1,,,
GRMZM2G123604,1,0,0,,,
GRMZM2G123624,2292,105,0,,,
GRMZM2G123644,154,0,0,,,
GRMZM2G123652,0,2,4,,,
GRMZM2G123660,1,0,1,,,
GRMZM2G123667,1049,0,55,,,
GRMZM2G123709,1482,0,47,,,
GRMZM2G123714,4,4,412,,,
GRMZM2G123719,2165,2,0,,,
GRMZM2G123732,2719,5,1,,,
GRMZM2G123776,855,0,0,,,
GRMZM2G123790,2132,0,0,,,
GRMZM2G123791,2744,0,1,,,
GRMZM2G123796,4688,0,0,,,
GRMZM2G123805,2015,0,0,,,
GRMZM2G123807,1755,0,15,,,
GRMZM2G123815,4,0,0,,,
GRMZM2G123818,18,164,0,,,
GRMZM2G123831,4211,0,0,,,
GRMZM2G123843,1132,0,0,,,
GRMZM2G123866,255,0,0,,,
GRMZM2G123872,2779,0,0,,,
GRMZM2G123876,1,0,0,,,
GRMZM2G123884,0,5,0,,,
GRMZM2G123886,510,0,0,,,
GRMZM2G123887,1986,141,9,,,
GRMZM2G123896,85,969,793,,,
GRMZM2G123900,0,297,0,,,
GRMZM2G123901,334,181,0,,,
GRMZM2G123909,124,0,0,,,
GRMZM2G123920,4,7,0,,,
GRMZM2G123922,1,87,1,,,
GRMZM2G123940,2,10,37,,,
GRMZM2G123959,715,0,0,,,
GRMZM2G123966,2,1,16,,,
GRMZM2G123972,4,1,0,,,
GRMZM2G123973,1087,0,0,,,
GRMZM2G123977,7,0,13,,,
GRMZM2G123986,1275,0,0,,,
GRMZM2G123987,3186,813,1,,,
GRMZM2G123996,2479,0,0,,,
GRMZM2G124011,10,0,0,,,
GRMZM2G124016,81,0,0,,,
GRMZM2G124026,119,0,1245,,,
GRMZM2G124042,1042,0,0,,,
GRMZM2G124045,0,4,0,,,
GRMZM2G124047,4320,0,0,,,
GRMZM2G124051,1,0,1,,,
GRMZM2G124053,1327,0,0,,,
GRMZM2G124059,3,3,5,,,
GRMZM2G124061,130,0,180,,,
GRMZM2G124066,968,4,2,,,
GRMZM2G124070,2157,0,1,,,
GRMZM2G124079,4097,0,0,,,
GRMZM2G124091,4,0,0,,,
GRMZM2G124096,1,522,1,,,
GRMZM2G124103,2,1088,5,,,
GRMZM2G124136,6,0,0,,,
GRMZM2G124143,3,3,5,,,
GRMZM2G124151,3637,0,1,,,
GRMZM2G124175,1585,1115,3,,,
GRMZM2G124179,4,1,2,,,
GRMZM2G124203,1,5,18,,,
GRMZM2G124207,2502,0,0,,,
GRMZM2G124209,4,0,2,,,
GRMZM2G124229,6,643,8,,,
GRMZM2G124239,276,13,1,,,
GRMZM2G124243,0,0,270,,,
GRMZM2G124254,692,0,0,,,
GRMZM2G124276,2,0,8,,,
GRMZM2G124281,3,0,0,,,
GRMZM2G124284,1186,0,0,,,
GRMZM2G124288,3540,3,0,,,
GRMZM2G124290,199,0,0,,,
GRMZM2G124301,864,3,0,,,
GRMZM2G124307,104,169,2,,,
GRMZM2G124313,839,126,160,,,
GRMZM2G124317,2,7,18,,,
GRMZM2G124321,3304,2,4,,,
GRMZM2G124335,2731,0,334,,,
GRMZM2G124353,2,0,0,,,
GRMZM2G124365,46,0,1239,,,
GRMZM2G124371,338,525,1,,,
GRMZM2G124377,230,25,1,,,
GRMZM2G124396,2377,0,0,,,
GRMZM2G124409,1092,1,0,,,
GRMZM2G124411,3,3,5,,,
GRMZM2G124416,218,0,1246,,,
GRMZM2G124417,181,0,0,,,
GRMZM2G124421,4741,7,104,,,
GRMZM2G124423,0,4,2,,,
GRMZM2G124434,2,0,0,,,
GRMZM2G124441,1,0,834,,,
GRMZM2G124455,4253,1,835,,,
GRMZM2G124460,218,0,1246,,,
GRMZM2G124466,1386,564,6,,,
GRMZM2G124473,1059,2,4,,,
GRMZM2G124476,3321,1,25,,,
GRMZM2G124477,2484,0,0,,,
GRMZM2G124495,22,0,17,,,
GRMZM2G124502,616,0,2,,,
GRMZM2G124509,27,0,6,,,
GRMZM2G124524,637,1094,19,,,
GRMZM2G124530,2113,0,409,,,
GRMZM2G124532,1,0,1,,,
GRMZM2G124540,22,0,7,,,
GRMZM2G124550,76,0,1,,,
GRMZM2G124553,232,0,103,,,
GRMZM2G124557,3565,7,49,,,
GRMZM2G124563,454,0,0,,,
GRMZM2G124566,1110,4,2,,,
GRMZM2G124573,4587,1,0,,,
GRMZM2G124576,3,3,5,,,
GRMZM2G124593,6,59,3,,,
GRMZM2G124602,15,0,0,,,
GRMZM2G124617,154,402,2,,,
GRMZM2G124638,4339,82,9,,,
GRMZM2G124644,0,2,4,,,
GRMZM2G124654,5924,0,0,,,
GRMZM2G124658,745,0,0,,,
GRMZM2G124671,2236,301,599,,,
GRMZM2G124684,3773,0,8,,,
GRMZM2G124701,14,0,1,,,
GRMZM2G124715,5,152,3,,,
GRMZM2G124718,4917,5,1207,,,
GRMZM2G124732,4,0,9,,,
GRMZM2G124744,4,0,0,,,
GRMZM2G124755,1584,0,0,,,
GRMZM2G124758,3,593,5,,,
GRMZM2G124785,26,0,27,,,
GRMZM2G124791,2,27,21,,,
GRMZM2G124797,1676,15,0,,,
GRMZM2G124799,55,0,57,,,
GRMZM2G124802,2,0,0,,,
GRMZM2G124809,4,3,0,,,
GRMZM2G124815,5,0,8,,,
GRMZM2G124820,1627,0,2,,,
GRMZM2G124863,1134,0,9,,,
GRMZM2G124872,5,288,3,,,
GRMZM2G124876,1421,0,0,,,
GRMZM2G124883,4,0,1,,,
GRMZM2G124886,3,6,1,,,
GRMZM2G124911,12,0,856,,,
GRMZM2G124915,1,92,0,,,
GRMZM2G124918,1576,0,18,,,
GRMZM2G124963,491,0,0,,,
GRMZM2G124965,2036,0,1,,,
GRMZM2G124972,2724,0,0,,,
GRMZM2G124974,172,0,0,,,
GRMZM2G124975,21,0,47,,,
GRMZM2G125004,797,4,0,,,
GRMZM2G125012,4479,0,169,,,
GRMZM2G125020,27,10,0,,,
GRMZM2G125023,1980,0,3,,,
GRMZM2G125032,507,0,8,,,
GRMZM2G125034,7,22,13,,,
GRMZM2G125037,0,101,0,,,
GRMZM2G125044,3300,0,1,,,
GRMZM2G125054,5219,0,6,,,
GRMZM2G125072,4036,0,0,,,
GRMZM2G125081,4578,1,100,,,
GRMZM2G125083,922,0,0,,,
GRMZM2G125095,1013,0,0,,,
GRMZM2G125138,0,0,100,,,
GRMZM2G125140,250,0,4,,,
GRMZM2G125148,3,3,10,,,
GRMZM2G125149,737,578,0,,,
GRMZM2G125165,2732,0,0,,,
GRMZM2G125170,424,0,0,,,
GRMZM2G125175,4340,0,2,,,
GRMZM2G125193,4,0,465,,,
GRMZM2G125196,1408,0,0,,,
GRMZM2G125216,1474,0,0,,,
GRMZM2G125233,1121,0,0,,,
GRMZM2G125239,4631,0,1,,,
GRMZM2G125241,2,67,3,,,
GRMZM2G125243,4947,0,89,,,
GRMZM2G125259,2936,1,0,,,
GRMZM2G125263,3597,2,0,,,
GRMZM2G125266,53,0,2,,,
GRMZM2G125268,10,0,478,,,
GRMZM2G125271,3,3,5,,,
GRMZM2G125294,1,34,1,,,
GRMZM2G125300,3,3,477,,,
GRMZM2G125304,2730,0,0,,,
GRMZM2G125308,2168,0,3,,,
GRMZM2G125310,1406,874,0,,,
GRMZM2G125314,301,0,60,,,
GRMZM2G125320,1,0,1,,,
GRMZM2G125339,5564,0,0,,,
GRMZM2G125342,1,0,1,,,
GRMZM2G125345,52,3,0,,,
GRMZM2G125352,1,0,0,,,
GRMZM2G125387,2698,0,12,,,
GRMZM2G125411,1,0,9,,,
GRMZM2G125424,4,10,14,,,
GRMZM2G125432,1319,0,0,,,
GRMZM2G125436,4,0,0,,,
GRMZM2G125448,3148,0,0,,,
GRMZM2G125452,3,602,16,,,
GRMZM2G125455,4867,0,106,,,
GRMZM2G125482,28,0,1191,,,
GRMZM2G125487,2904,0,925,,,
GRMZM2G125494,2295,90,1,,,
GRMZM2G125495,3048,0,1,,,
GRMZM2G125501,2206,0,0,,,
GRMZM2G125507,6,24,115,,,
GRMZM2G125512,23,0,0,,,
GRMZM2G125513,4,0,1,,,
GRMZM2G125516,2,10,106,,,
GRMZM2G125522,13,0,0,,,
GRMZM2G125527,3,3,5,,,
GRMZM2G125529,3096,1053,11,,,
GRMZM2G125531,0,16,0,,,
GRMZM2G125544,4011,0,3,,,
GRMZM2G125552,2,0,2,,,
GRMZM2G125556,2547,0,8,,,
GRMZM2G125557,2788,0,1247,,,
GRMZM2G125571,0,0,4,,,
GRMZM2G125585,1,0,1,,,
GRMZM2G125596,1146,0,250,,,
GRMZM2G125617,2043,23,10,,,
GRMZM2G125635,1923,0,56,,,
GRMZM2G125642,1,0,1,,,
GRMZM2G125648,4,12,5,,,
GRMZM2G125649,124,0,0,,,
GRMZM2G125653,3615,0,0,,,
GRMZM2G125656,102,0,1,,,
GRMZM2G125668,3,0,16,,,
GRMZM2G125669,2155,0,44,,,
GRMZM2G125688,1,0,91,,,
GRMZM2G125704,856,0,0,,,
GRMZM2G125728,4257,21,636,,,
GRMZM2G125731,1171,0,0,,,
GRMZM2G125762,2513,0,3,,,
GRMZM2G125768,1172,91,0,,,
GRMZM2G125775,0,46,2,,,
GRMZM2G125777,2002,0,1,,,
GRMZM2G125784,3,3,16,,,
GRMZM2G125812,1438,0,0,,,
GRMZM2G125813,6,0,0,,,
GRMZM2G125823,0,130,0,,,
GRMZM2G125832,4,1,218,,,
GRMZM2G125838,1574,0,0,,,
GRMZM2G125850,2046,0,12,,,
GRMZM2G125853,252,0,0,,,
GRMZM2G125867,1225,0,0,,,
GRMZM2G125893,4,0,0,,,
GRMZM2G125918,2,0,24,,,
GRMZM2G125923,7,0,8,,,
GRMZM2G125931,5,0,0,,,
GRMZM2G125934,3434,0,0,,,
GRMZM2G125935,115,3,1,,,
GRMZM2G125943,5557,0,0,,,
GRMZM2G125969,1900,0,11,,,
GRMZM2G125976,0,4,0,,,
GRMZM2G125977,1,1103,4,,,
GRMZM2G125985,466,0,0,,,
GRMZM2G125991,2,0,3,,,
GRMZM2G126002,3079,0,0,,,
GRMZM2G126007,2,0,0,,,
GRMZM2G126010,3441,65,8,,,
GRMZM2G126018,346,0,0,,,
GRMZM2G126019,2,50,1,,,
GRMZM2G126026,116,727,0,,,
GRMZM2G126032,3447,0,0,,,
GRMZM2G126038,30,145,1145,,,
GRMZM2G126048,1664,0,0,,,
GRMZM2G126062,6,0,8,,,
GRMZM2G126079,1657,0,0,,,
GRMZM2G126083,2159,0,0,,,
GRMZM2G126096,63,0,0,,,
GRMZM2G126106,808,0,0,,,
GRMZM2G126120,1,342,1,,,
GRMZM2G126128,0,0,4,,,
GRMZM2G126148,939,0,0,,,
GRMZM2G126161,2103,6,651,,,
GRMZM2G126170,0,0,1186,,,
GRMZM2G126182,3180,0,651,,,
GRMZM2G126190,2,0,440,,,
GRMZM2G126194,754,827,0,,,
GRMZM2G126197,348,0,1,,,
GRMZM2G126199,1780,453,8,,,
GRMZM2G126235,4205,0,347,,,
GRMZM2G126239,0,131,0,,,
GRMZM2G126251,1351,0,0,,,
GRMZM2G126253,1,0,1,,,
GRMZM2G126260,845,0,0,,,
GRMZM2G126261,280,0,0,,,
GRMZM2G126266,1607,11,251,,,
GRMZM2G126285,1944,0,251,,,
GRMZM2G126290,4588,16,1,,,
GRMZM2G126292,383,1,0,,,
GRMZM2G126338,1,5,31,,,
GRMZM2G126349,267,0,0,,,
GRMZM2G126361,3084,2,4,,,
GRMZM2G126367,3158,0,44,,,
GRMZM2G126386,5181,250,12,,,
GRMZM2G126397,0,10,0,,,
GRMZM2G126408,3545,0,0,,,
GRMZM2G126413,5,4,0,,,
GRMZM2G126435,3,27,1,,,
GRMZM2G126446,0,0,1046,,,
GRMZM2G126447,5761,77,1,,,
GRMZM2G126453,1,6,1,,,
GRMZM2G126468,954,0,1,,,
GRMZM2G126471,29,0,0,,,
GRMZM2G126484,4403,0,1,,,
GRMZM2G126496,0,0,40,,,
GRMZM2G126505,6,0,95,,,
GRMZM2G126507,7,549,12,,,
GRMZM2G126517,979,0,1,,,
GRMZM2G126541,5465,0,0,,,
GRMZM2G126545,25,615,1,,,
GRMZM2G126552,267,1,0,,,
GRMZM2G126566,7,0,0,,,
GRMZM2G126572,16,0,2,,,
GRMZM2G126580,2566,8,6,,,
GRMZM2G126582,4708,0,3,,,
GRMZM2G126586,64,1,2,,,
GRMZM2G126594,3,3,487,,,
GRMZM2G126601,3250,0,0,,,
GRMZM2G126603,0,3,5,,,
GRMZM2G126646,5,54,83,,,
GRMZM2G126656,773,2,0,,,
GRMZM2G126664,10,1,0,,,
GRMZM2G126665,1,0,1,,,
GRMZM2G126682,2899,0,0,,,
GRMZM2G126691,1,406,1,,,
GRMZM2G126706,25,76,1249,,,
GRMZM2G126732,11,0,0,,,
GRMZM2G126742,50,0,0,,,
GRMZM2G126745,1,630,1,,,
GRMZM2G126749,7,0,13,,,
GRMZM2G126763,2,0,797,,,
GRMZM2G126765,1300,0,0,,,
GRMZM2G126774,3971,0,1,,,
GRMZM2G126781,2,0,0,,,
GRMZM2G126795,3169,0,2,,,
GRMZM2G126802,2219,0,0,,,
GRMZM2G126808,5,0,0,,,
GRMZM2G126812,3095,0,191,,,
GRMZM2G126817,1539,0,0,,,
GRMZM2G126821,3,3,5,,,
GRMZM2G126832,1,0,1,,,
GRMZM2G126834,1,6,1,,,
GRMZM2G126839,1,406,1,,,
GRMZM2G126853,2,0,0,,,
GRMZM2G126858,415,0,0,,,
GRMZM2G126860,4020,0,3,,,
GRMZM2G126865,3,61,3,,,
GRMZM2G126873,241,0,1,,,
GRMZM2G126900,11,0,7,,,
GRMZM2G126913,282,0,0,,,
GRMZM2G126920,970,0,0,,,
GRMZM2G126928,3,784,5,,,
GRMZM2G126946,1469,0,0,,,
GRMZM2G126956,126,5,0,,,
GRMZM2G126957,1840,0,0,,,
GRMZM2G126972,2,0,24,,,
GRMZM2G126975,1937,0,3,,,
GRMZM2G126988,1223,0,17,,,
GRMZM2G126990,2815,4,2,,,
GRMZM2G127015,518,0,0,,,
GRMZM2G127029,24,0,0,,,
GRMZM2G127031,9,0,2,,,
GRMZM2G127034,497,202,0,,,
GRMZM2G127035,2937,0,0,,,
GRMZM2G127050,920,0,0,,,
GRMZM2G127064,273,0,0,,,
GRMZM2G127067,4,0,12,,,
GRMZM2G127072,2713,0,2,,,
GRMZM2G127080,569,0,12,,,
GRMZM2G127087,641,0,0,,,
GRMZM2G127101,1715,6,7,,,
GRMZM2G127115,3972,0,0,,,
GRMZM2G127117,7,33,0,,,
GRMZM2G127121,1905,0,0,,,
GRMZM2G127123,100,0,1,,,
GRMZM2G127134,71,0,9,,,
GRMZM2G127138,709,0,0,,,
GRMZM2G127139,5644,2,12,,,
GRMZM2G127141,403,0,0,,,
GRMZM2G127143,2,0,0,,,
GRMZM2G127147,11,0,7,,,
GRMZM2G127150,1037,0,0,,,
GRMZM2G127154,764,0,0,,,
GRMZM2G127168,885,0,5,,,
GRMZM2G127173,5386,5,520,,,
GRMZM2G127180,3,1,73,,,
GRMZM2G127184,4,0,0,,,
GRMZM2G127213,843,0,0,,,
GRMZM2G127224,326,0,0,,,
GRMZM2G127230,280,8,6,,,
GRMZM2G127232,1342,0,0,,,
GRMZM2G127251,3798,0,3,,,
GRMZM2G127294,16,0,0,,,
GRMZM2G127297,41,0,7,,,
GRMZM2G127299,1,345,1,,,
GRMZM2G127308,2,0,2,,,
GRMZM2G127309,2047,0,0,,,
GRMZM2G127312,3,23,717,,,
GRMZM2G127328,3415,0,8,,,
GRMZM2G127340,1967,5,21,,,
GRMZM2G127350,41,0,3,,,
GRMZM2G127361,0,384,4,,,
GRMZM2G127374,351,664,4,,,
GRMZM2G127379,4075,0,0,,,
GRMZM2G127386,1651,0,674,,,
GRMZM2G127393,995,1116,0,,,
GRMZM2G127396,6,0,1,,,
GRMZM2G127404,2,0,0,,,
GRMZM2G127412,1,0,0,,,
GRMZM2G127416,1016,0,0,,,
GRMZM2G127418,7,0,7,,,
GRMZM2G127421,0,0,2,,,
GRMZM2G127426,78,0,0,,,
GRMZM2G127429,447,0,0,,,
GRMZM2G127431,239,20,0,,,
GRMZM2G127453,1,0,2,,,
GRMZM2G127490,2,205,19,,,
GRMZM2G127499,105,0,0,,,
GRMZM2G127510,52,0,49,,,
GRMZM2G127521,1895,0,487,,,
GRMZM2G127524,110,0,3,,,
GRMZM2G127537,1802,4,2,,,
GRMZM2G127546,1544,0,0,,,
GRMZM2G127548,2512,0,12,,,
GRMZM2G127559,696,0,32,,,
GRMZM2G127581,5385,3,87,,,
GRMZM2G127591,271,10,25,,,
GRMZM2G127598,4,0,2,,,
GRMZM2G127609,5430,0,6,,,
GRMZM2G127632,1,0,1,,,
GRMZM2G127648,4,0,23,,,
GRMZM2G127650,1179,0,0,,,
GRMZM2G127656,4,1,14,,,
GRMZM2G127665,612,0,0,,,
GRMZM2G127668,20,0,0,,,
GRMZM2G127683,1707,0,0,,,
GRMZM2G127687,5,4,2,,,
GRMZM2G127690,289,0,0,,,
GRMZM2G127717,1385,0,0,,,
GRMZM2G127720,1815,0,0,,,
GRMZM2G127729,1,13,1,,,
GRMZM2G127739,8,148,1,,,
GRMZM2G127756,3,94,1,,,
GRMZM2G127774,3687,0,0,,,
GRMZM2G127776,6,2,817,,,
GRMZM2G127780,5530,0,1,,,
GRMZM2G127789,468,0,0,,,
GRMZM2G127798,1444,34,3,,,
GRMZM2G127821,2217,0,0,,,
GRMZM2G127844,87,0,0,,,
GRMZM2G127853,1084,0,295,,,
GRMZM2G127857,7,0,0,,,
GRMZM2G127893,2942,0,0,,,
GRMZM2G127909,12,0,17,,,
GRMZM2G127911,1911,1,0,,,
GRMZM2G127924,807,0,0,,,
GRMZM2G127945,4,0,0,,,
GRMZM2G127948,5,391,3,,,
GRMZM2G127949,2,0,3,,,
GRMZM2G127963,417,0,6,,,
GRMZM2G127984,1946,24,0,,,
GRMZM2G127990,5772,0,0,,,
GRMZM2G128012,367,2,4,,,
GRMZM2G128016,3314,0,0,,,
GRMZM2G128056,536,413,752,,,
GRMZM2G128057,2,707,1,,,
GRMZM2G128072,1663,0,0,,,
GRMZM2G128074,749,295,0,,,
GRMZM2G128078,381,0,0,,,
GRMZM2G128080,5313,3,15,,,
GRMZM2G128092,3,3,1,,,
GRMZM2G128109,4589,0,0,,,
GRMZM2G128114,6,0,0,,,
GRMZM2G128121,407,114,0,,,
GRMZM2G128131,3210,0,0,,,
GRMZM2G128146,2968,0,2,,,
GRMZM2G128160,1,0,752,,,
GRMZM2G128171,3,11,22,,,
GRMZM2G128176,1042,75,1,,,
GRMZM2G128179,65,184,569,,,
GRMZM2G128189,6,1084,1,,,
GRMZM2G128206,2,349,23,,,
GRMZM2G128214,603,0,1,,,
GRMZM2G128219,5,0,2,,,
GRMZM2G128228,5376,26,1,,,
GRMZM2G128233,2,0,2,,,
GRMZM2G128248,2762,0,2,,,
GRMZM2G128268,3034,0,0,,,
GRMZM2G128315,2,368,1,,,
GRMZM2G128319,4,10,1,,,
GRMZM2G128322,4194,0,0,,,
GRMZM2G128333,2,0,2,,,
GRMZM2G128358,5,43,6,,,
GRMZM2G128399,4689,0,2,,,
GRMZM2G128421,293,0,0,,,
GRMZM2G128426,18,10,1,,,
GRMZM2G128432,2020,1,1250,,,
GRMZM2G128434,940,0,4,,,
GRMZM2G128444,420,0,6,,,
GRMZM2G128454,5811,0,1250,,,
GRMZM2G128466,2466,2,2,,,
GRMZM2G128477,12,3,0,,,
GRMZM2G128485,1,0,1,,,
GRMZM2G128491,2,0,23,,,
GRMZM2G128504,5594,0,0,,,
GRMZM2G128515,2314,0,490,,,
GRMZM2G128518,1,0,30,,,
GRMZM2G128560,1892,4,0,,,
GRMZM2G128564,9,152,2,,,
GRMZM2G128577,1959,0,0,,,
GRMZM2G128579,662,153,1,,,
GRMZM2G128608,42,0,99,,,
GRMZM2G128613,2524,0,1,,,
GRMZM2G128617,476,0,11,,,
GRMZM2G128641,2,0,1,,,
GRMZM2G128644,1421,0,0,,,
GRMZM2G128651,2058,0,0,,,
GRMZM2G128658,2,0,1,,,
GRMZM2G128663,789,0,6,,,
GRMZM2G128665,79,2,6,,,
GRMZM2G128682,354,0,96,,,
GRMZM2G128688,3,0,10,,,
GRMZM2G128693,2100,0,0,,,
GRMZM2G128726,119,0,0,,,
